Read file in one pass,File size is 64Kb
Block read exit,00350E5F
Block read entry,00350F74
Block read exit,0035301C
Block read entry,00353131
Block read exit,00355430
Block read entry,00355545
Block read exit,00357602
Block read entry,00357717
Block read exit,0035983F
Block read entry,00359954
Block read exit,0035BC5A
Block read entry,0035BD6F
Block read exit,0035DEB8
Block read entry,0035DFCD
Block read exit,00360397
Block read entry,003604AC
Block read exit,003628F3
Block read entry,00362A08
Block read exit,00364BC6
Block read entry,00364CDB
Block read exit,00367131
Block read entry,00367246
Block read exit,00369461
Block read entry,00369576
Block read exit,0036B59F
Block read entry,0036B6B4
Block read exit,0036D9BB
Block read entry,0036DAD0
Block read exit,0036FAF4
Block read entry,0036FC09
Block read exit,00371E96
Block read entry,00371FAB
Block read exit,003742A6
Block read entry,003743BB
Block read exit,003763E3
Block read entry,003764F8
Block read exit,00378801
Block read entry,00378916
Block read exit,0037A93E
Block read entry,0037ACCE
Block read exit,0037CCF6
Block read entry,0037CE0B
Block read exit,0037F10A
Block read entry,0037F21F
Block read exit,0038125C
Block read entry,00381371
Block read exit,00383613
Block read entry,00383728
Block read exit,003859C8
Block read entry,00385ADD
Block read exit,00387B08
Block read entry,00387C1D
Block read exit,00389F1C
Block read entry,0038A031
Block read exit,0038C059
Block read entry,0038C16E
Block read exit,0038E409
Block read entry,0038E51E
Block read exit,00390830
Block read entry,00390945
Block read exit,003929C6
Block read entry,00392ADB
Block read exit,00394DF7
Block read entry,00394F0C
Block read exit,00396FAA
Block read entry,003970BF
Block read exit,00399162
Block read entry,00399277
Block read exit,0039B576
Block read entry,0039B68B
Block read exit,0039D7B0
Block read entry,0039D8C5
Block read exit,0039FCDA
Block read entry,0039FDEF
Block read exit,003A20EE
Block read entry,003A2203
Block read exit,003A4388
Block read entry,003A449D
Block read exit,003A68A7
Block read entry,003A69BC
Block read exit,003A8DFA
Block read entry,003A8F0F
Block read exit,003AB0EB
Block read entry,003AB200
Block read exit,003AD4F4
Block read entry,003AD609
Block read exit,003AF83D
Block read entry,003AF952
Block read exit,003B197A
Block read entry,003B1A8F
Block read exit,003B3D95
Block read entry,003B3EAA
Block read exit,003B5ECE
Block read entry,003B5FE3
Block read exit,003B8282
Block read entry,003B8397
Block read exit,003BA624
Block read entry,003BA739
Block read exit,003BC922
Block read entry,003BCA37
Block read exit,003BED24
Block read entry,003BEE39
Block read exit,003C0E5A
Block read entry,003C0F6F
Block read exit,003C2F9B
Block read entry,003C30B0
Block read exit,003C53AF
Block read entry,003C54C4
Block read exit,003C74E9
Block read entry,003C75FE
Block read exit,003C988E
Block read entry,003C99A3
Block read exit,003CB9CB
Block read entry,003CBAE0
Block read exit,003CDAFA
Block read entry,003CDC0F
Block read exit,003CFF0A
Block read entry,003D001F
Block read exit,003D2043
Block read entry,003D2158
Block read exit,003D43FE
Block read entry,003D4513
Block read exit,003D67B3
Block read entry,003D68C8
Block read exit,003D8905
Block read entry,003D8A1A
Block read exit,003DAD00
Block read entry,003DAE15
Block read exit,003DCEFA
